Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,HBName,Year,Quarter_single
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1588,1924,1.211586902,NA,1564,2674,1.70971867,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1201,1847,1.537885096,NA,1199,3111,2.594662219,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1073,1802,1.6794035410000001,NA,1050,2963,2.821904762,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1494,1902,1.273092369,NA,1493,3378,2.262558607,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1539,2021,1.313190383,NA,1525,3248,2.129836066,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1320,2308,1.748484848,NA,1311,3531,2.693363844,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1269,1842,1.451536643,NA,1245,2484,1.995180723,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1355,1741,1.284870849,NA,1340,2432,1.814925373,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1394,2186,1.568149211,NA,1387,3934,2.836337419,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,10-19 years,1323,2147,1.622826909,NA,1320,3238,2.453030303,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3926,5748,1.464085583,NA,3903,9331,2.390725083,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3627,5316,1.465674111,NA,3578,9635,2.692845165,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,4097,6277,1.532096656,NA,4053,11128,2.745620528,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,4135,6021,1.456106409,NA,4106,11492,2.798830979,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,4021,5587,1.389455359,NA,4002,10679,2.668415792,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3944,5139,1.302991886,NA,3872,8968,2.316115702,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,4137,5988,1.447425671,NA,4095,11728,2.863980464,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,4300,5672,1.319069767,NA,4252,10453,2.458372531,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3800,5113,1.345526316,NA,3765,10486,2.785126162,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3510,4912,1.399430199,NA,3476,8893,2.55840046,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,2951,3461,1.172822772,NA,2908,6454,2.219394773,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3586,4662,1.300055772,NA,3552,8601,2.421452703,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3104,4348,1.400773196,NA,3060,7928,2.590849673,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3078,4142,1.345679012,NA,3030,7802,2.574917492,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3452,4504,1.304750869,NA,3421,9165,2.679041216,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3474,5183,1.491940127,NA,3443,9485,2.754864943,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3083,4406,1.429127473,NA,3073,8944,2.910510901,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,2942,4138,1.406526173,NA,2905,7513,2.586230637,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3129,4613,1.474272931,NA,3103,8250,2.65871737,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,3093,4552,1.471710314,NA,3065,8749,2.854486134,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,20-29 years,2952,4642,1.572493225,NA,2926,7959,2.720095694,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4546,7423,1.632864056,NA,4487,14318,3.190996211,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4569,7585,1.660100678,NA,4516,15977,3.537865368,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4939,8132,1.646487143,NA,4887,15524,3.176590956,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,5069,8067,1.591438153,NA,4990,15199,3.045891784,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4974,8103,1.62907117,NA,4909,15575,3.17274394,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,5000,8062,1.6124,NA,4945,16309,3.298078868,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,5299,7696,1.4523495,NA,5197,15279,2.939965365,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,5206,8395,1.612562428,NA,5169,15865,3.069259044,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4841,7512,1.551745507,NA,4797,17231,3.59203669,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4459,7444,1.669432608,NA,4432,15741,3.551669675,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4157,5389,1.296367573,NA,4070,11971,2.941277641,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4803,6571,1.368103269,NA,4752,14783,3.110900673,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4144,6486,1.56515444,NA,4126,13626,3.302472128,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4275,6308,1.475555556,NA,4197,13323,3.174410293,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4822,7560,1.567814185,NA,4731,15824,3.344747411,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4903,8098,1.651641852,NA,4841,16394,3.386490395,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4289,7339,1.711121474,NA,4272,15752,3.687265918,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4049,6864,1.695233391,NA,3977,13897,3.494342469,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4341,7578,1.745680719,NA,4285,14775,3.448074679,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,4299,7689,1.788555478,NA,4231,15264,3.607657764,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,30-39 years,3953,6593,1.667847205,NA,3925,14481,3.689426752,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5974,10920,1.827920991,NA,5910,26255,4.442470389,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5684,10533,1.853096411,NA,5573,25733,4.617441235,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,6100,11265,1.846721311,NA,5994,25533,4.25975976,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,6189,12303,1.987881726,NA,6088,27198,4.467477004,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5904,11314,1.916327913,NA,5821,25332,4.351829583,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,6019,11524,1.914603755,NA,5923,24613,4.155495526,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,6282,11542,1.837312958,NA,6193,26408,4.264169223,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,6354,11100,1.746931067,NA,6233,26666,4.278196695,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5760,10500,1.822916667,NA,5707,25240,4.422638865,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5313,9631,1.812723508,NA,5239,25311,4.831265509,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5215,7724,1.481112176,NA,5081,20810,4.095650463,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5878,9694,1.649200408,NA,5794,25132,4.337590611,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5354,10006,1.868883078,NA,5259,24320,4.624453318,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5336,9589,1.797038981,NA,5226,24247,4.639686184,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,6030,9943,1.648922056,NA,5937,23813,4.01094829,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5682,10683,1.880147835,NA,5583,25812,4.623320795,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5201,10331,1.986348779,NA,5138,23927,4.656870378,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,4967,9455,1.903563519,NA,4890,24582,5.026993865,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,4922,8919,1.812068265,NA,4831,21782,4.50879735,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,5027,10830,2.154366421,NA,4941,23592,4.774741955,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,40-49 years,4858,10115,2.082132565,NA,4814,26753,5.557332779,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8942,19671,2.199843435,NA,8779,47884,5.45437977,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8792,18982,2.159008189,NA,8587,47147,5.490508909,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9085,19488,2.145074298,NA,8948,49321,5.511957979,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9193,19210,2.089633417,NA,8993,48503,5.393417102,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9281,19357,2.085658873,NA,9151,52435,5.729974866,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9176,18781,2.046752398,NA,8989,46794,5.20569585,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9605,19393,2.019052577,NA,9385,47982,5.112626532,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9735,20452,2.100873138,NA,9549,53548,5.607707613,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9485,19709,2.077912493,NA,9305,51946,5.582590005,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8702,18624,2.140197656,NA,8591,52687,6.132813409,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8115,14837,1.828342575,NA,7940,41923,5.279974811,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9003,16920,1.879373542,NA,8763,46604,5.318269999,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8673,18742,2.160959299,NA,8497,48854,5.749558668,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8488,17591,2.072455231,NA,8250,50254,6.091393939,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,9133,18253,1.99857659,NA,8998,51985,5.777394977,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8823,18300,2.074124447,NA,8630,51953,6.02004635,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8433,19724,2.338906676,NA,8299,55290,6.662248464,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,7729,17023,2.202484151,NA,7642,49690,6.502224549,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,8112,18558,2.287721893,NA,7898,51010,6.458597113,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,7933,18092,2.280600025,NA,7799,48551,6.225285293,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,50-59 years,7739,18289,2.363225223,NA,7622,48876,6.41249016,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10819,28526,2.636657732,NA,10695,79545,7.437587658,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10900,28638,2.62733945,NA,10595,76280,7.199622463,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10754,26533,2.467267993,NA,10555,76568,7.254192326,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10681,27427,2.567830727,NA,10421,75191,7.215334421,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,11088,27112,2.445165945,NA,10868,76880,7.073978653,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,11120,26932,2.421942446,NA,10905,76429,7.008619899,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,11516,26976,2.342480028,NA,11231,76153,6.780607248,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,11193,26183,2.339229876,NA,10921,75066,6.873546379,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,11306,26156,2.313461879,NA,11073,75126,6.784611216,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10357,25951,2.505648354,NA,10262,79262,7.72383551,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,9050,18250,2.016574586,NA,8765,61426,7.008100399,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10529,22788,2.164308101,NA,10255,67745,6.606045831,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10118,24674,2.438624234,NA,9905,73583,7.428874306,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10046,24294,2.418275931,NA,9758,73676,7.550317688,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10967,24237,2.209993617,NA,10728,74769,6.969519016,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10797,25821,2.391497638,NA,10492,76163,7.259149828,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10457,26727,2.555895572,NA,10319,81029,7.852408179,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10181,26568,2.60956684,NA,9968,77188,7.743579454,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10384,27137,2.613347458,NA,10089,81196,8.04797304,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10726,28651,2.671172851,NA,10518,84715,8.054287887,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,60-69 years,10458,28986,2.771658061,NA,10343,85318,8.248863966,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12809,34723,2.710828324,NA,12442,110810,8.906124417,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12563,34581,2.752606861,NA,12234,112350,9.183423247,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12427,34090,2.743220407,NA,12246,116843,9.541319615,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12177,32916,2.703128849,NA,11880,107304,9.032323232,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12750,33060,2.592941176,NA,12502,112735,9.017357223,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12648,33030,2.611480076,NA,12386,108281,8.742208946,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12956,34262,2.64448904,NA,12638,114787,9.082687134,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,13073,35617,2.724470282,NA,12756,113268,8.879586077,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,13575,34201,2.519410681,NA,13290,117520,8.842738901,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12444,33463,2.68908711,NA,12427,120105,9.664842681,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,10206,22493,2.203899667,NA,9835,82376,8.375800712,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12190,28691,2.353650533,NA,11862,98703,8.320940819,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,11821,31065,2.627950258,NA,11583,106618,9.204696538,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,11469,30310,2.642776179,NA,11153,103580,9.287187304,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12901,30981,2.401441749,NA,12570,107014,8.51344471,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12503,31951,2.555466688,NA,12259,113161,9.230850803,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12533,34752,2.772839703,NA,12349,121516,9.840149,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12202,34480,2.825766268,NA,11798,113465,9.617308018,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12518,36305,2.900223678,NA,12228,121886,9.967778868,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12394,35855,2.892932064,NA,12103,122072,10.08609436,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,70-79 years,12615,38545,3.055489497,NA,12495,129345,10.3517407,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9761,27083,2.774613257,NA,9434,109940,11.65359339,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9505,29350,3.087848501,NA,9444,117720,12.46505718,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9295,27010,2.905863367,NA,9115,111976,12.28480527,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9142,26261,2.872566178,NA,8903,106501,11.96237223,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9690,27244,2.811558308,NA,9507,112500,11.83338593,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9652,27569,2.856299213,NA,9555,114256,11.95771847,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9918,28483,2.871849163,NA,9635,110282,11.4459782,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9809,26655,2.717402386,NA,9592,108461,11.3074437,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,10330,29259,2.832429816,NA,10029,117270,11.69309004,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9124,26145,2.865519509,NA,9296,126030,13.55744406,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,7387,17403,2.355895492,NA,7117,82063,11.53056063,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,8874,21266,2.396439035,NA,8632,90784,10.51714551,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,8868,24750,2.790933694,NA,8673,98801,11.39179061,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,8402,24703,2.940133302,NA,8325,104972,12.60924925,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9250,25210,2.725405405,NA,9009,100471,11.15229215,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9073,25697,2.832249532,NA,8875,100742,11.35121127,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9263,28273,3.052250891,NA,9025,113727,12.60132964,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9044,28960,3.202122954,NA,8814,113885,12.92092126,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9253,29158,3.151194207,NA,9136,125008,13.68301226,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9088,30691,3.377090669,NA,8979,126069,14.04042766,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,80-89 years,9079,30098,3.315122811,NA,8996,119772,13.3139173,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2104,6394,3.038973384,NA,1972,27874,14.13488844,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2027,7296,3.599407992,NA,2075,33467,16.1286747,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1821,5457,2.996705107,NA,1810,27543,15.21712707,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,1823,5561,3.050466264,NA,1791,26140,14.59519821,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2027,6539,3.225949679,NA,1981,28490,14.38162544,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Male,90 years and over,2086,6507,3.11936721,NA,2015,28990,14.38709677,NA,NA,2019,Q1
